text,label
"WTF are you doing.... 

http://en.wikipedia.org/wiki/%C5%A0pegelj_Tapes

are you a vandal, I'll report you to the main Wiki Admin, for posting lies... unless you can post verifiable transcripts of this tape, do not post lies, you can be also prosecuted for spreading hate and lies. its called hate speech and  in EU you can face prison term of no less than 2 years. And EU authorities can prosecute you in absentia and issue international warrant for your arrest if you continue to spread hate speach and lies on wiki.  
http://en.wikipedia.org/wiki/%C5%A0pegelj_Tapes",1
Please take time today to kill yourself.  We would all enjoy it.,1
"Fag 

Your a danish faggot.",1
Long as in you're a faggoty Jew.,1
"doesn't make you cool, you aren't adding shit, you're just making it worse. Get a fucking life.

You're fucking gay. Get a job and quit arguing with people on the internet. It doesn't make you cool, you aren't adding shit, you're just making it worse. Get a fucking life.",1
"WARNING 

stay out of it moron",1
Stop editing Karlie's page before I kill you,1
"""

 ................ 

aww looks like someone forgot 2 say please

and just who the hell are you

probably just some """"REGULAR USAR"""" doing a """"good"""" deed

 """,1
"Bullzeye is a faggot and comments on things he knows nothing about, I apologize for nothing.",1
"Bob, you're a hypocritical thug. 
You have the intellectual honesty of a Joseph Goebbels, and the tactics of a Heinrich Himmler street punk with a ball peen hammer.  You're a despicable thief of truth and a street thug with out a shred of good.  68.251.42.254",1
The 1st guy sounds like a def. loser. Y do u care so much? go away with ur dateless-live-wit-yo-mom-no-date-plaid-shorts-geek-glasses-nerd-loser. I hate people like you who ruin fun.,1
"I assume you are not Jewish. Your comment is offensive and considered lashon hora. Look it up. 

YOU SINEBOT ARE OFFENSIVE AND YOUR EMOTIONALLY CHARGED COMMENTS HAVE BEEN PRINTED AND SAVED. IT IS SUGGGESTED THAT YOU CHECK THE LAWS ON SLANDER AND LIBEL AND THE ARTICLE REFERRED TO ABOVE. NO EDITOR ON WIKIPEDIA IS IMMUNE FROM SUIT. YOUR BEHAVIOUR IS VINDICTIVE. INTERNET LAW IS EMERGING TRUTH AND ETHICS HOWEVER DO PREVAIL. AND IT IS ALSO NOTED THAT IT IS DISCRIMINATORY TO BLOCK SOMEONE FROM USING THIS SITE SINCE IT IS CONTRARY TO POLICY TO BLOCK ADDITION OF INFORMATION",1
You will die for waht you did 1 day. fuck you.,1
"Asian chicks 

I love to fuck asain girls",1
Knock of the vandlism or i'll report your fucking dumass,1
"Jingle Bells 

Hi Jamie, I just wanted to let you know that I don't really like you, and you don't do a very good job.  Have a nice day being a fat editor.",1
"WOW
Oh piss off mate get a life! im just trying to see if people think these are good signings JESUS CHRIST!.",1
Are you morons high? Job For A Cowboy are death metal and they are one of the best death metal bands of the new millenium.,1
"f*ck you x2 

Are you still enjoying your block, you f*cking retard?",1
"Now who's all up in arms about cultural minutiae. Face it bud, you didn't do you homework. Nor did you discuss on the talk page before you slapped a tag on it. I'm sure you can find some sort of wikijustification for your poor research. Just keep to stuff you know from here on out. Otherwise you'll get your ass handed to you over and over again. 71.102.2.128",1
Once again.... I'm SO glad that Wikipedia is not biased or filled with retarded children.,1
and i'm going to keep posting the stuff u deleted until this fucking site closes down have fun u stupid ass bitch don't ever delete anything fuckin hore like i said before go to hell,1
".

Neither am I. Pants suck. They should all go to Hell",1
"I'm not trying to destroy the fucking article, I'm trying to add something that is actually useful! I'm trying my best to find a fucking source for it so just GET OF MY FUCKING BACK!",1
"THATS A PERSONAL ATTACK. MY NAME DOESNT OFFEND ANYONE AND YOU KNOW IT. IF U WANNA SPLIT HAIRS LIKE THAT, Y'ALL SHOULD REPORT YOURSELVES FOR PERSONALLY ATTACKING ME. I DONT FOLLOW MINDLESS RULES. UNLESS YOU CAN PROVE MY NAME IS INFRINGING ON SOMEONES RIGHTS, IT STAYS",1
"stinky message 

my bro fixed it fo me and i can spell so get it straight and how many edits do you have trying to block people and all. niiiiiiiiaaaaaaaaggaaaaaaaaaaaaaaaaaaa.and try to blok me now nnnnniiiiiiga and if you block me i am gona cusssssssse you out nigga and yo username is jd uk it should be jd gaaaaaaaaaaaaaaay cuz you like yamla and if you try to blok me my bro is gonna unblok me how you like them apples nnnnnnnnnnnnniiiiggggggggggggaaaaaaaaa.and if you take my celeb pictures of my page you betta sleep with one eye open cuz i am flying to the united kingdom nnnnnnnnigga and you betta leave me a message so i can curse you out more.",1
"Fuck you 

Fuck off you stupid bitch (142.162.85.92  )",1
banned by a drunken 5 year old ugly 5 year old mongol,1
"fuck u
rape my penis plz!",1
dad gum. you fuckers dont like me editing do you. dont you be dissing charlie bray now. hes just a fatass kid,1
"""

 Camille Paglia 

Catamorphism, I don't know who the hell you are and I don't care.  Camille Paglia is not a """"sex-positive feminist""""??????  Are you fucking nuts??  Do you know anything at all about her or what you are talking about??  

Before you maliciously vandalize this article again with your bigotry and arrogance, maybe you should do some research on the subject.  And if you take her name out of the article again, I will simply reverse your action!!!!  Two can play your game!  Wikipedia will not be held hostage to cretins like you who need to distort and deny plain facts to suit your own Orwellian agendas!!!!""",1
"Yep, Shiguy. That's me. David Hodges.
I have nothing more to say, except to slander greg. SLANDER",1
"""

 Youre a fag 

  The Award of the Arabian Barnstar  I hereby award you with the Award of the Gay Barnstar due to your incredible gayness, والسلام عليكم""",1
"Teh_Greatest website evarR 

PROOF OF LATINUS ABUSING POWER
PROOF OF LATINUS ABUSING POWER
PROOF OF LATINUS ABUSING POWER
PROOF OF LATINUS ABUSING POWER
PROOF OF LATINUS ABUSING POWER
PROOF OF LATINUS ABUSING POWER
PROOF OF LATINUS ABUSING POWER
PROOF OF LATINUS ABUSING POWER
PROOF OF LATINUS ABUSING POWER
PROOF OF LATINUS ABUSING POWER
PROOF OF LATINUS ABUSING POWER
PROOF OF LATINUS ABUSING POWER
PROOF OF LATINUS ABUSING POWER
PROOF OF LATINUS ABUSING POWER
PROOF OF LATINUS ABUSING POWER
PROOF OF LATINUS ABUSING POWER
PROOF OF LATINUS ABUSING POWER
PROOF OF LATINUS ABUSING POWER
PROOF OF LATINUS ABUSING POWER
PROOF OF LATINUS ABUSING POWER
PROOF OF LATINUS ABUSING POWER
PROOF OF LATINUS ABUSING POWER
PROOF OF LATINUS ABUSING POWER
PROOF OF LATINUS ABUSING POWER
PROOF OF LATINUS ABUSING POWER
PROOF OF LATINUS ABUSING POWER
PROOF OF LATINUS ABUSING POWER
PROOF OF LATINUS ABUSING POWER
PROOF OF LATINUS ABUSING POWER
PROOF OF LATINUS ABUSING POWER
PROOF OF LATINUS ABUSING POWER
PROOF OF LATINUS ABUSING POWER
PROOF OF LATINUS ABUSING POWER
PROOF OF LATINUS ABUSING POWER
PROOF OF LATINUS ABUSING POWER
PROOF OF LATINUS ABUSING POWER
PROOF OF LATINUS ABUSING POWER
PROOF OF LATINUS ABUSING POWER
PROOF OF LATINUS ABUSING POWER
PROOF OF LATINUS ABUSING POWER
PROOF OF LATINUS ABUSING POWER
PROOF OF LATINUS ABUSING POWER
PROOF OF LATINUS ABUSING POWER
PROOF OF LATINUS ABUSING POWER
PROOF OF LATINUS ABUSING POWER
PROOF OF LATINUS ABUSING POWER
PROOF OF LATINUS ABUSING POWER
PROOF OF LATINUS ABUSING POWER
PROOF OF LATINUS ABUSING POWER
PROOF OF LATINUS ABUSING POWER
PROOF OF LATINUS ABUSING POWER
PROOF OF LATINUS ABUSING POWER
PROOF OF LATINUS ABUSING POWER
PROOF OF LATINUS ABUSING POWER
PROOF OF LATINUS ABUSING POWER
PROOF OF LATINUS ABUSING POWER
PROOF OF LATINUS ABUSING POWER
PROOF OF LATINUS ABUSING POWER
PROOF OF LATINUS ABUSING POWER
PROOF OF LATINUS ABUSING POWER
 PROOF OF LATINUS ABUSING POWER
PROOF OF LATINUS ABUSING POWER
PROOF OF LATINUS ABUSING POWER
PROOF OF LATINUS ABUSING POWER
PROOF OF LATINUS ABUSING POWER
PROOF OF LATINUS ABUSING POWER
PROOF OF LATINUS ABUSING POWER
PROOF OF LATINUS ABUSING POWER
PROOF OF LATINUS ABUSING POWER
PROOF OF LATINUS ABUSING POWER
PROOF OF LATINUS ABUSING POWER
PROOF OF LATINUS ABUSING POWER
PROOF OF LATINUS ABUSING POWER
PROOF OF LATINUS ABUSING POWER
PROOF OF LATINUS ABUSING POWER
PROOF OF LATINUS ABUSING POWERNEWLIN",1
If you have a chance to read this you should instead of acting like a dick...i have faith that you can do this...the easiest way...stop acting like a dick and BTW happy new year to you.,1
ARE YOU DOING THIS CUZ i AM BLAKC??@?@! i AM SOOOOO oFeNNEDED!!,1
NOTHING USEFUL. HE'S GOT NOTHING USEFUL TO ADD. INSTEAD HE JUST REVERTS WHAT EVERYBODY ELSE ADDS. A PATHETIC AND POINTLESS INDIVIDUAL,1
"SHION IS NOT A GIRL YOU IDIOT!

GO READ HIS BIO IN KOF10TH! HE'S A GUY!!! FUCKER!",1
"Go fuck yourself 

Millions of people wanted to see it and you spoiled it for them. You fuck off.",1
"No I do not plan to ask you for advice, as you assume situations before you know both sides, you know what assume does? Makes a ass out of you and me.

I was found innocent, by several admins and you insist on calling me a racist, you’re a prick and I don’t plan to talk to you at all. Anyone who jumps to conclusions is not welcome to speak to myself. Your extremely biased, and I wont be watching your reply nor reading it. Your a fucking idiot, all my words were spelled right.",1
I am a power hungry administrator! Who likes to suck cock!,1
"do you know who else believed in censorship? 

Adolf Hitler, you fucking facist.",1
"NAZIS RAUS 

SHUT THIS NAZI NIXER UP",1
"bitch 

dont ignore me.",1
"You masturbate to photos of Ronald Reagan, don't you? Did you know his birthday is a national holiday in Iran? No one did more for the Islamic revolution (or the Taliban for that matter)than Reagan.",1
"I vote that your a fucking asshole with a stick up your ass, and you somehow are retarted enough to believe or like this shit, or you somehow believe its acceptable for people to believe it, fucking idiot, your are a total waste of life!!!",1
"death clear hoax 
this article is one of the biggest jokes on Wikipedia. the introduction section is fucking pathetic, the death section is as lame. Does the CIA fill this page ? Does the white moron house get informed when it's edited ? do you US motherfuckers believe you can act as the rulers of the world for much longer ? Once you get east of germany, nobody believes anything you've been saying for all this years. There is like NO PROOF whatsoever of Bin Laden being alive after like 2002. Videos released again by the terrorist CIA group of a guy with a beard once in a while between 2001 and 2011 make anyone with a brain laugh, same goes for these cia-made videos of a some US agent disguised as an old man with a beard watching stupid shit on tv. This article is an insult to humanity.",1
"I'm done!  You guys have a good Wiki, okay?  Jossi, I will say this now so that you can perhaps do me a favour and have me banned forever.  You are a liar through and through.  You are a snake.  You have no scruples  at least not when it comes to defending your Master  and I just feel like I need a bath of some kind for even having come in contact with you.  How's that?  Is that enough to commit Wikisuicide?  I can go on if you like.  The point is, get me out of this Kafkaesque pit of craziness.  Yes, indeed, I admit, Rawat is a big spokesperson for peace .......LOL!!!!!!!!!!  He's an alcoholic cult leader is what he is.  Still has people line up and kiss his feet.  
Okay, that's it.  Bye!",1
"w. Bush
Bush uses terrorism as propaganda to keep his republican party in power. This has to be strongly emphasized in the main article!  

terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists terrorists

http://www.bushwatch.com/gopconstrm.mov",1
This guy is such a loser,1
removed his bullshits. 114.179.18.37  14:05,1
o wait i r just a big ideot wid a psp slim i r so dumb!,1
then don't live with it!   Screw YOUR TYRANNY and GO JUMP IN THE LAKE,1
"""
Not the naughty words of the article content, but the naughty words of """"endorse the motherfucking deletion"""".   """,1
"Europeans are the racist trolls. 

Swedes are anti-Semites who want to genocide Israel.",1
NIGHTSTALLION IS A CUNT,1
"SORRY ASS FAGGETT
SHUT THA FUCK UP BITCH",1
"Fuck you cunt 

 
How fucking dare u judge me cunt. Dont fucking stand up for telstra fucker. You small cock fag. ILl cum on your grave and hope that shit rains down it. Fucker. Fuck I hope you die. Fuck i want you dead. WHy lefty. Do you use your left hand to wank cunt? Fucking wanker. Oww i just came.",1
fuck off......i will kick you......,1
I just wanted to say your article sucks. 206.217.211.117,1
Why don't YOU violate my menstruating vagina? 184.4.141.73   Kneelift,1
my asscrack...and I liked it a lot too. Use,1
"I didn't, you fucking piece of garbage.",1
"List of assholes 

]",1
"Stop censoring pages, totalitarian hermaphrodite.",1
"ura fag... 

u gay L",1
"Getting Fat 

He needs to lose the excess weight. No wonder Katie Lea kicked the shit out of him. 68.54.163.153",1
"you suck messing with honduras! 

Fuck you

74.181.133.37   anon",1
I will be in contact with IRS and fUCK WIKI over ... FUCK YOU,1
"Helo 2 

Ima whop yo ass man u ain't repliin. I am so frustrated man the way this site's been treating me ever since I started",1
"Don't worry, Yamla is much worse than you, he or she, I'm not sure, is a total douche.",1
"""( ) you are SUCH a fucking twat flap

Position // Artist, Band, or Group // Song Title // Weeks Spent At #1 // Year

1. Mariah Carey & Boyz II Men- """"One Sweet Day""""- [16 weeks] (1995)
2. Boyz II Men- """"End of the Road""""- [14 weeks] (1992)
3. Whitney Houston- """"I Will Always Love You""""- [14 weeks] (1992)
4. Los Del Rio- """"Macarena (Bayside Boys Mix)""""- [14 weeks] (1996) 
5. Elton John- """"Candle In The Wind""""- [14 weeks] (1997)
6. Mariah Carey- """"We Belong Together""""- [14 weeks] (2005)
7. Boyz II Men- """"I'll Make Love To You""""- [13 weeks] (1994)
8. Monica & Brandy- """"The Boy Is Mine""""- [13 weeks] (1998)
9. Santana featuring Rob Thomas- """"Smooth""""- [12 weeks] (2000)
10. Eminem- """"Lose Yourself""""- [12 weeks] (2002)
11. Usher featuring Lil Jon & Ludacris- """"Yeah!""""- [12 weeks] (2004)
12. All-4-One- """"I Swear""""- [11 weeks] (1994)
13. Toni Braxton- Un-break My Heart""""- [11 weeks] (1996)
14. Puff Daddy & Faith Evans featuring 112- """"I'll Be Missing You""""- [11 weeks] (1997)
15. Destiny's Child- """"Independent Woman Part I""""- [11 weeks] (2000)
16. Olivia Newton John- """"Physical""""- [10 weeks] (1981)
17. Santana featuring the Product G&B-; """"Maria Maria""""- [10 weeks] (2000)
18. Ashanti- """"Foolish""""- [10 weeks] (2002)
19. Nelly & Kelly Rowland- """"Dilemna""""- [10 weeks] (2002)
20. Kanye West featuring Jamie Fox- """"Gold Digger""""- [10 weeks] (2005)
21. Kim Carnes- """"Betty Davis Eyes""""- [9 weeks] (1981)
22. Diana Ross & Lionel Richie- """"Endless Love""""- [9 weeks] (1981)
23. 50 Cent- """"In Da Club""""- [9 weeks] (2003)
24. Beyoncé Featuring Sean Paul- """"Baby Boy""""- [9 weeks] (2003)
25. Outkast- """"Hey Ya!""""- [9 weeks] (2003)
26. Mario- """"Let Me Love You""""- [9 weeks] (2005)
27. The Police- """"Every Breath You Take""""- [8 weeks] (1983)
28. Kris Kross- """"Jump""""- [8 weeks] (1992) 
29. Janet Jackson- """"That's the Way Love Goes""""- [8 weeks] (1993)
30. Mariah Carey- """"Dreamlover""""- [8 weeks] (1993)
31. Mariah Carey- """"Fantasy""""- [8 weeks] (1995)
32. Bone Thugz-N-Harmony- """"That Crossroads""""- [8 weeks] (1996)
33. Beyonce featuring Jay-Z- """"Crazy In Love""""- [8 weeks] (2003)
34. Usher- """"Burn""""- [8 weeks] (2004)
35. 50 Cent featuring Olivia- """"Candy Shop""""- [8 weeks] (2005)
36. Joan Jett & The Blackhearts- """"I Love Rock N Roll""""- [7 weeks] (1982)
37. Paul McCartney & Stevie Wonder- """"Ebony and Ivory""""- [7 weeks] (1982)
38. Michael Jackson- """"Billie Jean""""- [7 weeks] (1983)
39. Bryan Adams- """"(Everything I Do) I Do It For You""""- [7 weeks] (1991)
40. Michael Jackson- """"Black or White""""- [7 weeks] (1991)
41. Snow- """"Informer""""- [7 weeks] (1993)
42. UB40- """"Can't Help Falling In Love""""- [7 weeks] (1993)
43. Madonna- """"Take A Bow""""- [7 weeks] (1995)
44. Montell Joran- """"This Is How We Do It""""- [7 weeks] (1995)
45. TLC- """"Waterfalls""""- [7 weeks] (1995)
46. Janet Jackson- """"All For You""""- [7 weeks] (2001)
47. Nelly- """"Hot In Herre""""- [7 weeks] (2002)
48. Ciara featuring Petey Pablo- """"Goodies""""- [7 weeks] (2004)
49. Blondie- """"Call Me""""- [6 weeks] (1980)
50. Kenny Rogers- """"Lady""""- [6 weeks] (1980)
51. The J. Geils Band- """"Centerfold""""- [6 weeks] (1982)
52. Survivor- """"Eye of the Tiger""""- [6 weeks] (1982)
53. Irene Cara- """"Flashdance... What A Feeling""""- [6 weeks] (1983)
54. Michael Jackson & Paul McCartney- """"Say Say Say""""- [6 weeks] (1983)
55. Madonna- """"Like A Virgin""""- [6 weeks] (1984)
56. Boyz II Men- """"On Bended Knee""""- [6 weeks] (1994)
57. Ace of Base- """"The Sign""""- [6 weeks] (1994)
58. Celine Dion- """"Because You Loved Me""""- [6 weeks] (1996)
59. Puff Daddy featuring Mase- """"Can't Nobody Hold Me Down""""- [6 weeks] (1997)
60. R.Kelly & Celine Dion- """"I'm Your Angel""""- [6 weeks] (1998)
61. Alicia Keys- """"Fallin""""- [6 weeks] (2001)
62. Mary J. Blige- """"Family Affair""""- [6 weeks] (2001)
63. Usher- """"U Got It Bad""""- [6 weeks] (2001)
64. Jennifer Lopez featuring Ja Rule- """"Aint It Funny (Murder Remix)- [6 weeks] (2002)
65. Usher & Alicia Keys- """"My Boo""""- [6 weeks] (2004)
66. John Lennon- """"(Just Like) Starting Over""""- [5 weeks] (1980)
67. Van Halen- """"Jump"""" - [5 weeks] (1984)
68. Prince- """"When Doves Cry""""- [5 weeks] (1984)
69. Paula Abdul- """"Rush, Rush""""- [5 weeks] (1991)
70. Vanessa Williams- """"Save The Best For Last""""- [5 weeks] (1992)
71. Sir Mix-A-Lot- """"Baby Got Back""""- [5 weeks] (1992)
72. Meat Loaf- """"I'd Do Anything For Love (But I Won't Do That)""""- [5 weeks] (1993)
73. Bryan Adams- """"Have You Ever Really Loved A Woman?- [5 weeks] (1995)
74. Ricky Martin- """"Livin La Vida Loca""""- [5 weeks] (1999)
75. Jennifer Lopez-",1
"You are a total fool;  Joseph Smith is the biggest fairy tale since Santa Claus; Mormonism is based on a lie! Its funny how many people are as stupid as you are! 

By the way Jesus is not real and never will be.  You are wasting your life doing what you are doing because Jesus ain't real.  Jesus thinks you are dumb.  Mormons are stupid and Joseph Smith played the greatest con on mankind ever.  You are a total
Mormon fool!",1
"""

 Question 

If someone was to move this article to Italian Empire, would you use the term """"vandalism"""" when you were reverting the idiots move?   """,1
"I would also support 195's view. You clearly think you're a clever dick. You're not, and lets hope that your big mouth is taught a big lesson.",1
"Insult for MusikAnimal 
, you're a fucking shit, the reason that i'm insulting is because , fuck you Wikipedia.",1
"idiot 

we both know where you're really from. go back to the basement and stay there. )",1
"Obama 

Why are you deleting everthing? You are a little destructive!",1
IN THE anus with a nigger dick in it.68.33.41.181,1
Oshwah is a goat molesting cunt.,1
"You shut your mouth. And my contributions will never be missed — as long as there are several hooligans on this site, I will remain to sort these issues out the proper way. Currently, all attempts have failed. But that won't be the case for much longer. Permanent blocking won't work with me, as my comeback will be uplifting.",1
"I'm leaving WIkipedia for good and starting my own site!!!!

Fuck those who were against me

Klptyzm - the faggot ass snitch who was harrassing people and fucks his own momma

Mel Etitis - A faggot administrator was was stupid for falling for his tricks

Butterum - A good editor who was on Craxy's side

Craxy - Who knew what was going on and was trying to fix everything he knew",1
"Was there any point to your sarcastic, nasty remark?",1
"oi! 

i heard you were dissing my friend, what the hell, do you like your life..",1
"Big girls blouse 

No-one likes you, you prick. Fuck off.",1
"dear mr.edgar181, you are a stupid son of a bitch, who dont know when to quit....my name is hitler_666....but then agin it was b-cuz of you, you deleted my file you bastard....",1
and the propaganda tool they are to fuel and undermine a greater cause. IE they never really existed.  You're all fools,1
"""

I""""M NOT BEING A FUCKING BABY! CALL ME IF YOU DARE! SINCERELY LANCE BOYLE!

1-617-669-2468""",1
"You deserve it Ari. You're anti-Islamic, moronic, egotistical, self-hating bastard. Good job HJ Mitchell!",1
Quit vandalizing the George Bush page you stupid liberal.,1
"""

 Good For A Laugh 

Although not one bit encyclopaedic in nature, this line from the article is rather amusing:  """"These interruptions are, in effect, a mild form of tyranny which robs viewers of their free time and their choice of what to watch. This free time is as much of value to the viewer as it is to the advertiser.""""  

They're also good for pee breaks and runs to the kitchen for a snack tho, wouldn't you say?

No wonder Communism is all but dead and Socialism shall follow soon enough!  Idiots...""",1
"STOP YOUR DAMN NONSENSE LUMINIFER!!!!!  YOU HAVE DONE NOTHING TO IMPROVE ANYTHING RELATED TO THESE ARTICLES!!! You continue to remove an official source which contradicts EVERYTHING you write!! RIGHT HERE http://www.flowertravellingband.com/english/biography/index.html READ IT!!!! WRITTEN IN BLOODY ENGLISH In 1971, the band signed with American Atlantic Records and Canadian GRT records released their second album “SATORI” in the U.S and Canada.Italic text and then you add sources to personal websites ect. STOP YOUR FUCKING RUBBISH!!!",1
You base your information on opinion. You're an idiot.,1
"Blah Blah Blah! My word, you're boring me to death!",1
"""

 DILDO! 

Just so we're on the same page then, you're less of a man.  The Marine Corps should've been DISBANDED COMPLETELY after World War II.  We do the exact same thing the Army does, and act like we're hardasses, which clearly by you taking offense to a comment posted on the internet, is not the case.  Go back to your air-conditioned office and push my DD214 thru you fucking POG.  And MCMAP, once again, I've seen better karate skills by 7 year olds in a FREE class at the YMCA.  I'm sorry I'm not acting like a gentleman on a web based encyclopedia edited by nerds sitting in the internet center in Kuwait.  I'm glad that you're collecting combat pay to sit over in Kuwait (or Al Asad because apparently there's a war still going on at THAT base that I didn't know about) on your """"combat deployment"""" to edit wikipedia on your NIPR net that you have running straight to your 2 man air conditioned room.  I bet you feel real fucking proud that you collect the same amount of pay as the ones doing the hard work like the grunts.  Rest assured knowing that you weren't man enough to take on a real job in the Marine Corps.  Sleep tight knowing that some poor fucking boot Lance 03 is on fucking post for you 6 on 6 off so your fucking POG ass doesn't have to.""",1
"Let's see her tits 

LOL - I HAVE NO PENIS",1
"I've already told the ACLU about you racist gringos! 

You racist treat me like crap cause I'm a latino!",1
""":::The rude bastard ignored my private email to them as well. In it, I pointed out that since I was unable to defend myself against some horrible little troll called  who told me to go fuck myself in an edit summary and was grave dancing, perhaps they would be so kind to block them seeing as they were been incivil to me, like I was apparently to Caden.   But no it appears that Future Perfect Sunrise has double fucking standards.  It wouldn't be the first time in admin has displayed such disgusting double standards, and I'm sure it's not going to be the last. Future's Perfect Sunrise, it appears, is not so fucking perfect after all, and is instead a filthy overcast skyline full of hypocrisy and double standards.  talk 
""",1
"EPic Fail 2 

I am FREAKING SERIOUS!!!

I CANNOT be blocked.

You Failed AGAIN!!!

Goodbye.68.79.167.11",1
